time	V(n003)	I(L1)	I(L2)
3.434999991327459e-004	-6.438648e+000	-1.335134e+000	1.067212e+002
3.574999990973993e-004	-5.416403e+000	-1.126706e+000	1.056612e+002
3.614999990873002e-004	-5.158632e+000	-1.074149e+000	1.053939e+002
3.694999990671022e-004	-4.684094e+000	-9.773941e-001	1.049018e+002
3.854999990267061e-004	-3.821874e+000	-8.015941e-001	1.040077e+002
3.894999990166070e-004	-3.628811e+000	-7.622300e-001	1.038075e+002
3.974999989964090e-004	-3.289292e+000	-6.930048e-001	1.034554e+002
4.134999989560129e-004	-2.710111e+000	-5.749143e-001	1.028548e+002
4.454999988752206e-004	-1.808447e+000	-3.910721e-001	1.019198e+002
4.806101882134299e-004	-1.096973e+000	-2.460081e-001	1.011820e+002
5.137303367078951e-004	-6.433018e-001	-1.535081e-001	1.007116e+002
5.438918555060006e-004	-3.635504e-001	-9.646891e-002	1.004215e+002
5.737282063746044e-004	-1.722131e-001	-5.745674e-002	1.002231e+002
6.024391474130933e-004	-4.151545e-002	-3.080851e-002	1.000876e+002
6.267683856827648e-004	3.925174e-002	-1.434071e-002	1.000038e+002
6.469503996257870e-004	8.937954e-002	-4.120047e-003	9.995184e+001
6.692222384110564e-004	1.319263e-001	4.554906e-003	9.990771e+001
6.897246940372914e-004	1.620484e-001	1.069656e-002	9.987648e+001
7.169511607118184e-004	1.917993e-001	1.676254e-002	9.984563e+001
7.492526139346946e-004	2.169137e-001	2.188318e-002	9.981959e+001
7.901998239027824e-004	2.378994e-001	2.616198e-002	9.979782e+001
8.366915902223072e-004	2.523870e-001	2.911590e-002	9.978280e+001
8.941570946221681e-004	2.622132e-001	3.111939e-002	9.977261e+001
9.617122430552340e-004	2.678773e-001	3.227425e-002	9.976674e+001
1.048694891648929e-003	2.709365e-001	3.289799e-002	9.976357e+001
1.146351141648929e-003	2.721760e-001	3.315073e-002	9.976228e+001
1.913650248791785e-003	2.724029e-001	3.319699e-002	9.976205e+001
2.680949355934641e-003	2.725783e-001	3.323274e-002	9.976186e+001
3.448248463077498e-003	2.727021e-001	3.325799e-002	9.976173e+001
4.215547570220354e-003	2.727744e-001	3.327273e-002	9.976166e+001
4.982846677363210e-003	2.727952e-001	3.327696e-002	9.976164e+001
5.750145784506068e-003	2.727644e-001	3.327069e-002	9.976167e+001
6.517444891648922e-003	2.726821e-001	3.325392e-002	9.976176e+001
5.817760114164949e-002	2.726821e-001	3.325392e-002	9.976176e+001
9.997447614164742e-002	2.726821e-001	3.325392e-002	9.976176e+001
1.000000000000000e-001	2.726821e-001	3.325392e-002	9.976176e+001
